Wavelength Flux
1.443599975585937445e-01 6.679207409376886062e-09
1.444800048828125127e-01 6.841915034527801254e-09
1.445900024414062401e-01 7.006951019405960324e-09
1.447099975585937615e-01 7.191532702677250199e-09
1.448300048828125020e-01 7.162650028647021827e-09
1.449499999999999955e-01 7.240618327131187471e-09
1.450699951171874891e-01 7.228456944119443506e-09
1.451800048828124912e-01 7.246287569984133370e-09
1.453000000000000125e-01 7.249657762997685495e-09
1.454199951171875060e-01 7.216260922149331236e-09
1.455400024414062465e-01 7.209370878058507515e-09
1.456599975585937401e-01 7.205525065501205972e-09
1.457699951171874952e-01 7.204787877412854868e-09
1.458900024414062635e-01 6.987589618034917294e-09
1.460099975585937571e-01 6.923758899546328394e-09
1.461300048828124976e-01 7.132510138063707927e-09
1.462499999999999911e-01 6.927002083045863401e-09
1.463599975585937463e-01 6.620909154264609242e-09
1.464800048828124868e-01 6.475186165033619545e-09
1.466000000000000081e-01 6.674397923234209884e-09
1.467199951171875016e-01 6.673513741617398409e-09
1.468400024414062421e-01 6.469592861435558007e-09
1.469499999999999973e-01 6.470223468113545096e-09
1.470699951171874909e-01 6.428610976882964678e-09
1.471900024414062591e-01 6.208614511393761859e-09
1.473099975585937527e-01 6.268461749669995697e-09
1.474300048828124932e-01 6.386760453835904627e-09
1.475400024414062483e-01 6.628489757076749811e-09
1.476599975585937419e-01 6.868226876122207614e-09
1.477800048828125101e-01 6.920851003400230184e-09
1.479000000000000037e-01 6.677374653207834854e-09
1.480199951171874972e-01 6.450164402593827617e-09
1.481300048828124993e-01 6.515552097852150837e-09
1.482499999999999929e-01 6.511855943358568766e-09
1.483699951171874865e-01 6.478234837459240225e-09
1.484900024414062547e-01 6.704540034263573034e-09
1.486099975585937483e-01 7.068455154524144746e-09
1.487199951171875034e-01 7.421464776058428470e-09
1.488400024414062439e-01 7.448574645962935392e-09
1.489599975585937375e-01 7.159071113704840172e-09
1.490800048828125057e-01 6.918979611469922020e-09
1.491999999999999993e-01 6.899824711581459269e-09
1.493099975585937544e-01 6.951496267504353455e-09
1.494300048828124949e-01 7.030072080027593984e-09
1.495499999999999885e-01 7.357060738399923139e-09
1.496699951171875098e-01 7.831464365892770729e-09
1.497800048828125119e-01 7.935213375276362058e-09
1.499000000000000055e-01 7.874039198441096232e-09
1.500199951171874990e-01 7.860291972860977694e-09
1.501400024414062395e-01 7.769902055088095949e-09
1.502599975585937608e-01 7.692289472061020206e-09
1.503699951171874882e-01 7.605252427822506434e-09
1.504900024414062565e-01 7.326915074656881188e-09
1.506099975585937500e-01 7.049210548615292282e-09
1.507300048828124905e-01 6.717264522393406878e-09
1.508500000000000119e-01 6.553268150355506805e-09
1.509599975585937393e-01 6.472989255712491286e-09
1.510800048828125075e-01 6.439363708921064244e-09
1.512000000000000011e-01 6.613481318140657095e-09
1.513199951171874946e-01 6.836361254869416371e-09
1.514400024414062629e-01 6.955815479159355164e-09
1.515499999999999903e-01 7.073118091227570403e-09
1.516699951171875116e-01 7.135708912642257928e-09
1.517900024414062521e-01 7.297630055802528659e-09
1.519099975585937456e-01 7.689749281780677848e-09
1.520300048828124861e-01 7.779028088350514736e-09
1.521400024414062413e-01 7.429378889867166436e-09
1.522599975585937626e-01 7.277297431329543542e-09
1.523800048828125031e-01 7.142626934353302204e-09
1.524999999999999967e-01 6.893124737672451374e-09
1.526199951171874902e-01 6.845968680835312625e-09
1.527300048828124923e-01 6.802398200278503282e-09
1.528500000000000136e-01 6.687961295881450496e-09
1.529699951171875072e-01 6.944996577828987938e-09
1.530900024414062477e-01 6.909930405640807294e-09
1.532099975585937413e-01 6.625707538177039169e-09
1.533199951171874964e-01 6.627213888776850581e-09
1.534400024414062369e-01 6.802062024746646784e-09
1.535599975585937582e-01 7.199560947412919631e-09
1.536800048828124987e-01 7.272046076423066552e-09
1.537999999999999923e-01 7.354648445812017599e-09
1.539099975585937474e-01 7.495435383475523849e-09
1.540300048828124879e-01 7.370631216474521352e-09
1.541500000000000092e-01 7.200612994751054430e-09
1.542699951171875028e-01 7.214413511036354976e-09
1.543900024414062433e-01 7.254494338582162527e-09
1.544999999999999984e-01 7.129570711583710363e-09
1.546199951171874920e-01 7.109397071047851568e-09
1.547400024414062603e-01 7.415108527197844523e-09
1.548599975585937538e-01 7.514525890428558341e-09
1.549800048828124943e-01 7.376420363414126768e-09
1.550900024414062495e-01 7.152755276962352582e-09
1.552099975585937430e-01 7.186130801528634038e-09
1.553300048828125113e-01 7.210213315289593083e-09
1.554500000000000048e-01 7.111997657460733535e-09
1.555699951171874984e-01 6.822250764315640481e-09
1.556800048828125005e-01 6.506960747998391525e-09
1.557999999999999940e-01 6.420075582269646475e-09
1.559199951171874876e-01 6.379324180016965329e-09
1.560400024414062559e-01 6.391662310534229618e-09
1.561599975585937494e-01 6.653320117067096362e-09
1.562699951171875046e-01 6.822676645867886691e-09
1.563900024414062451e-01 6.889479653438002060e-09
1.565099975585937386e-01 7.190766204701048991e-09
1.566300048828125069e-01 7.319037820252560778e-09
1.567500000000000004e-01 7.266141910378109969e-09
1.568599975585937556e-01 7.019153702714220344e-09
1.569800048828124961e-01 6.778102523696816206e-09
1.570999999999999897e-01 6.883829062331869864e-09
1.572199951171875110e-01 6.866085477952310612e-09
1.573400024414062515e-01 6.818457798374311096e-09
