10009764.87 0.00111
10033550.59 0.00116
10057449.61 0.00125
10081462.76 0.00135
10105590.84 0.00139
10129834.70 0.00142
10154195.16 0.00146
10178673.07 0.00149
10203269.28 0.00148
10227984.65 0.00148
10252820.04 0.00155
10277776.34 0.00168
10302854.42 0.00181
10328055.19 0.00192
10353379.54 0.00204
10378828.39 0.00216
10404402.65 0.00228
10430103.26 0.00244
10455931.15 0.00262
10481887.28 0.00278
10507972.59 0.00294
10534188.06 0.00316
10560534.66 0.00356
10587013.38 0.00417
10613625.22 0.00492
10640371.18 0.00573
10667252.28 0.00655
10693888.06 0.0073
10721040.59 0.00806
10748331.35 0.00907
10775761.40 0.01042
10803331.82 0.01196
10831043.68 0.01351
10858898.07 0.015
10886896.10 0.01635
10915038.88 0.01757
10943327.54 0.01905
10971763.21 0.02116
11000347.04 0.0237
11029080.20 0.02631
11057963.85 0.02866
11086999.19 0.03052
11116187.40 0.03221
11145529.70 0.03484
11175027.32 0.0391
11204681.49 0.04477
11234493.46 0.0517
11264464.49 0.06001
11294595.86 0.06886
11324888.86 0.07669
11355344.80 0.08321
11385964.98 0.08913
11416750.75 0.09434
11447703.45 0.09801
11478824.44 0.10066
11510115.10 0.10485
11541576.82 0.11254
11573211.01 0.12323
11605019.08 0.13649
11637002.48 0.15274
11669162.66 0.16958
11701044.38 0.18213
11733560.00 0.18958
11766256.84 0.19802
11799136.41 0.21409
11832200.26 0.23796
11865449.93 0.26723
11898887.00 0.30129
11932513.06 0.33656
11966329.70 0.36611
12000338.56 0.38725
12034541.29 0.40346
12068939.53 0.42074
12103534.98 0.44178
12138329.34 0.4638
12173324.32 0.48357
12208521.66 0.49852
12243923.14 0.50825
12279530.52 0.51712
12315345.60 0.52712
12351370.22 0.5393
12387606.21 0.56249
12424055.45 0.60017
12460719.81 0.6403
12497601.22 0.67015
12534701.59 0.68589
12572022.90 0.68869
12609567.11 0.67948
12647336.23 0.66316
12685332.29 0.65808
12723557.34 0.67896
12762013.45 0.71763
12800702.73 0.76034
12839627.31 0.80174
12878789.33 0.83167
12918190.98 0.83589
12957274.41 0.81424
12997158.50 0.78852
13037288.89 0.78328
13077667.86 0.79802
13118297.73 0.82265
13159180.84 0.86347
13200319.58 0.91743
13241716.34 0.96173
13283373.57 0.98265
13325293.71 0.98451
13367479.29 0.97674
13409932.81 0.96743
13452656.85 0.96083
13495654.00 0.95778
13538926.88 0.95509
13582478.16 0.94591
13626310.53 0.9288
13670426.72 0.90637
13714829.50 0.8803
13759521.66 0.8557
13804506.06 0.83674
13849785.55 0.81763
13895363.06 0.79112
13941241.54 0.75451
13987423.97 0.70492
14033913.40 0.64289
14080712.88 0.57208
14127825.54 0.50118
14175254.53 0.44087
14223003.04 0.39368
14271074.31 0.35606
14319471.63 0.32615
14368198.32 0.30087
14417257.77 0.27199
14465955.32 0.23369
14515685.76 0.18825
14565759.30 0.14566
14616179.51 0.11248
14666950.00 0.0884
14718074.43 0.0736
14769556.51 0.06682
14821400.01 0.06205
14873608.75 0.05608
14926186.61 0.0505
14979137.50 0.04672
15032465.43 0.04477
15086174.42 0.0439
15140268.57 0.04286
15194752.05 0.04016
15249629.08 0.0354
15304903.92 0.02998
15360580.93 0.02617
15416664.51 0.02467
15473159.12 0.02505
15530069.31 0.02531
15587399.68 0.02297
15645154.89 0.01819
15703339.69 0.01312
15761958.89 0.00958
15821017.36 0.00848
15880520.08 0.00915
15940472.06 0.00993
16000878.42 0.00963
16061744.33 0.00815
16123075.08 0.00628
16184875.99 0.00508
16247152.50 0.00477
16309910.12 0.00513
16372260.28 0.00557
16435990.02 0.00527
16500217.84 0.00439
16564949.61 0.00356
16630191.27 0.00276
