15912550.85 0.00057
15963389.67 0.00071
16014554.38 0.00082
16066048.12 0.00096
16117874.09 0.00122
16170035.49 0.00163
16222535.61 0.00209
16275377.74 0.00254
16328565.25 0.00315
16382101.53 0.00391
16435990.02 0.00485
16490234.21 0.00612
16544837.64 0.00769
16599803.88 0.0096
16655136.56 0.01226
16710839.35 0.01555
16766916.00 0.01897
16823370.26 0.0226
16880205.97 0.02659
16937427.01 0.03113
16995037.30 0.03707
17053040.84 0.04397
17111441.67 0.05104
17170243.87 0.05922
17229451.61 0.06953
17289069.09 0.08219
17349100.58 0.0969
17409550.41 0.11383
17470422.96 0.13561
17531722.69 0.16489
17593454.11 0.19937
17655621.79 0.23544
17718230.38 0.27209
17781284.58 0.30972
17844789.17 0.35067
17908748.98 0.39588
17973168.94 0.4415
18038054.03 0.48273
18103409.30 0.5173
18169239.88 0.54699
18235550.97 0.57713
18302347.86 0.6113
18369635.91 0.64999
18437420.54 0.69186
18505707.28 0.73232
18574501.73 0.76796
18643809.58 0.8011
18713636.58 0.8329
18783988.60 0.85992
18854871.57 0.8812
18926291.54 0.90031
18998254.63 0.91895
19070767.05 0.93381
19143835.12 0.94283
19217465.26 0.94947
19291663.96 0.95715
19366437.86 0.96523
19441793.64 0.97261
19517738.15 0.98011
19594278.30 0.98845
19671421.13 0.99508
19749173.78 0.99445
19827543.52 0.98578
19906537.72 0.97865
19986163.87 0.98021
20066429.59 0.98378
20147342.61 0.98541
20228910.80 0.99173
20311142.14 0.99963
20394044.76 1
20477626.91 0.994
20561896.98 0.98545
20646863.50 0.97868
20732535.13 0.97971
20818920.69 0.9862
20906029.15 0.98742
20993869.61 0.9764
21082451.34 0.95453
21171783.76 0.93071
21261876.45 0.91659
21352739.17 0.90976
21444381.83 0.89413
21536814.51 0.86648
21630047.47 0.83979
21724091.16 0.82384
21818956.19 0.82315
21914653.36 0.83597
22011193.69 0.84653
22108588.35 0.83679
22206848.74 0.80393
22305986.46 0.76344
22406013.30 0.73591
22506941.29 0.7166
22608782.65 0.67433
22711549.85 0.60071
22815255.56 0.52927
22919912.69 0.48851
23025534.41 0.46955
23132134.10 0.44258
23239725.43 0.39331
23348322.27 0.34415
23457938.81 0.32256
23568589.47 0.31736
23680288.94 0.2931
23793052.22 0.24024
23906894.58 0.18452
24021831.57 0.15221
24137879.07 0.13963
24255053.24 0.12341
24373370.57 0.09638
24492847.88 0.07009
24613502.30 0.0552
24735351.32 0.05178
24858412.77 0.04987
24982704.83 0.04202
25108246.06 0.03108
25235055.39 0.02451
25363152.12 0.02393
25492555.95 0.02433
25623287.01 0.02191
25755365.81 0.01688
25888813.30 0.01244
26023650.87 0.01162
26159900.35 0.01297
26297584.04 0.01264
26436724.69 0.00954
26577345.57 0.00601
26719470.41 0.00393
26863123.48 0.00328
27008329.55 0.0033
27155113.95 0.00338
27303502.55 0.00324
27453521.79 0.00304
