name,mean_final_rating,grade,object_type,r_e,r_e_err,objid_lens,objid,ra,dec,g,r,i,z
DELJ111912-321140,0.6666666666666666,B,source,,,10946800145285.0,10946800029283.0,169.8029746710163,-32.195330964528715,22.983685,22.136423,,
DELJ111912-321140,0.6666666666666666,B,source,,,10946800145285.0,10946800013256.0,169.80539915737117,-32.19461884543388,24.08014,23.787777,,
DELJ112016-072821,0.75,B,lens,3.8598971551997323,0.46604208458487995,10690800048075.0,10690800048075.0,170.0695275930289,-7.47262918440029,21.43711,19.78484,18.951057000000002,18.407992999999998
DELJ112016-072821,0.75,B,source,,,10690800048075.0,10690800083258.0,170.0702304854523,-7.471657298703718,,,21.082792,20.61645
DELJ112016-072821,0.75,B,source,,,10690800048075.0,10690800012972.0,170.070335516929,-7.471896921617472,21.990345,20.911423000000003,,
DELJ112016-072821,0.75,B,source,,,10690800048075.0,10690800051737.0,170.07045120922248,-7.4728194508058285,21.74646,21.531462,21.239008,
DELJ112652-235219,0.6666666666666666,B,lens,3.6534192161773995,0.2982240824602296,10857300124259.0,10857300124259.0,171.71852392960673,-23.87215235765129,19.379215,19.236847,19.168385,19.09621
DELJ112652-235219,0.6666666666666666,B,source,,,10857300124259.0,10857300124260.0,171.71772210483533,-23.872911638357078,,,19.491207,
DELJ112652-235219,0.6666666666666666,B,source,,,10857300124259.0,10857300114328.0,171.71844407208974,-23.87317622565193,19.46497,18.710384,18.72636,18.338617000000003
DELJ112652-235219,0.6666666666666666,B,source,,,10857300124259.0,10857300124261.0,171.71957330954305,-23.8722272484152,19.373566,18.892612,18.667099,18.455507
DELJ112708-134731,1.25,B,lens,2.5936170353991312,0.3696593746452615,10754900057362.0,10754900057362.0,171.78726629649557,-13.792152166467044,19.737553,19.0109,18.716133,18.508453
DELJ112708-134731,1.25,B,source,,,10754900057362.0,10754900025035.0,171.7868273492872,-13.791571371725908,21.836739,,,
DELJ112945-341623,0.5833333333333334,B,lens,2.909306205386795,0.392454055867717,10959700213261.0,10959700213261.0,172.43976949926258,-34.27312704394329,21.503057000000002,20.10442,19.554005,19.127724
DELJ112945-341623,0.5833333333333334,B,source,,,10959700213261.0,10959700007907.0,172.44006781329898,-34.27389666845997,22.437962,21.430792,21.268528,20.75982
DELJ113049-413014,0.8333333333333334,B,lens,2.333201350175557,0.35187760003246926,11023700031580.0,11023700031580.0,172.70679238312906,-41.50411861761985,21.517738,20.790237,20.260431,19.954403
DELJ113049-413014,0.8333333333333334,B,source,,,11023700031580.0,11023700031576.0,172.70722676393046,-41.503558064193705,21.370167000000002,20.929270000000002,20.642197,20.63918
DELJ113538-454052,0.8333333333333334,B,lens,2.127419175573918,0.33858334791598377,11048500143607.0,11048500143607.0,173.91029757052516,-45.68125683015575,18.61176,18.364925,18.118617999999998,18.120365
DELJ113538-454052,0.8333333333333334,B,source,,,11048500143607.0,11048500038595.0,173.9105357540158,-45.68182386693346,20.458694,,,
DELJ113830-403747,0.5833333333333334,B,lens,1.914714191800023,0.32563916282106514,11011000246368.0,11011000246368.0,174.6274013836327,-40.62998750815672,20.533781,19.11111,18.745673999999998,18.342287
DELJ113830-403747,0.5833333333333334,B,source,,,11011000246368.0,11011000043882.0,174.62679647114194,-40.62971895819664,21.6358,,,
DELJ114228-360159,0.75,B,lens,3.4338156654601613,0.5228981315787632,10972600064726.0,10972600064726.0,175.6177240507243,-36.03315622245788,19.831008999999998,18.609789000000003,18.117659,17.802376000000002
DELJ114228-360159,0.75,B,source,,,10972600064726.0,10972600012725.0,175.61661374816617,-36.032759860405406,21.81875,,,
DELJ114228-360159,0.75,B,source,,,10972600064726.0,10972600012726.0,175.61735863128604,-36.03230546844553,22.110773000000002,,,
DELJ114228-360159,0.75,B,source,,,10972600064726.0,10972600228171.0,175.6176140180613,-36.03436355941338,,,,21.480556
DELJ114228-360159,0.75,B,source,,,10972600064726.0,10972600007985.0,175.6178015810903,-36.034080163640326,21.627735,,,
DELJ114228-360159,0.75,B,source,,,10972600064726.0,10972600007983.0,175.61783374109416,-36.0322668188425,21.091442,,,
DELJ114228-360159,0.75,B,source,,,10972600064726.0,10972600012724.0,175.61832127226094,-36.032505399767864,21.519289999999998,,,
DELJ114233-091726,0.6666666666666666,B,lens,2.5037162072903922,0.3634081843691552,10716600181552.0,10716600181552.0,175.6377141927988,-9.290639994605373,18.593872,18.248556,18.141817,18.113820999999998
DELJ114233-091726,0.6666666666666666,B,source,,,10716600181552.0,10716600013000.0,175.63834303863567,-9.290953918087226,19.807554,,,
DELJ114355-262622,0.5833333333333334,B,lens,5.925086918685845,0.6484181597856596,10895800116746.0,10895800116746.0,175.9806466968507,-26.43955815962784,19.225266,18.37053,17.991735000000002,17.747898
DELJ114355-262622,0.5833333333333334,B,source,,,10895800116746.0,nan,175.9824137,-26.4391048,,,,
DELJ114412-122804,0.8333333333333334,B,lens,1.3434121478122631,0.29568077717175933,10742200049780.0,10742200049780.0,176.05351163542088,-12.468046432329162,21.197746,19.966911,19.287292,18.980473
DELJ114412-122804,0.8333333333333334,B,source,,,10742200049780.0,nan,176.0533084,-12.4677304,,,,
DELJ114724-210542,0.5,B,lens,3.735344642940936,0.45016999020543236,10831900068729.0,10831900068729.0,176.8540005674646,-21.09509741086539,19.504768,18.667366,18.269396,17.951726999999998
DELJ114724-210542,0.5,B,source,,,10831900068729.0,10831900018013.0,176.85341226999537,-21.094339000443483,20.823938000000002,20.609575,,
DELJ114724-210542,0.5,B,source,,,10831900068729.0,10831900131086.0,176.85446676077714,-21.094044726577412,,20.613781,20.268637,
DELJ115156-184328,0.6666666666666666,B,lens,4.447655488631421,0.3153029930892571,10806300189785.0,10806300189785.0,177.9868621515385,-18.724524579011515,19.37862,17.67983,17.082394,17.164331
DELJ115156-184328,0.6666666666666666,B,source,,,10806300189785.0,10806300043294.0,177.98786500770518,-18.723812088728664,20.478172,,,19.216135
DELJ115156-184328,0.6666666666666666,B,source,,,10806300189785.0,10806300053053.0,177.98813258079528,-18.724077404621468,20.973312,,,
DELJ115444-101918,0.9166666666666666,B,lens,2.3142941225008236,0.28603765704073714,10716700016423.0,10716700016423.0,178.68400032402724,-10.321823503702106,19.641716,18.546772,18.183235,17.930668
DELJ115444-101918,0.9166666666666666,B,source,,,10716700016423.0,10716700016426.0,178.68395699769727,-10.32120891370016,20.716047,,,
DELJ115444-101918,0.9166666666666666,B,source,,,10716700016423.0,10716700142408.0,178.6845514063491,-10.321402751990746,,,,19.748886
DELJ115444-101918,0.9166666666666666,B,source,,,10716700016423.0,10716700016431.0,178.68461616534438,-10.321981894375682,21.604116,,,
DELJ115445-435051,0.6666666666666666,B,lens,2.694310616799157,0.6031158060653427,11036500023524.0,11036500023524.0,178.69162172889324,-43.8475453763574,21.042734,19.639826,19.268202,18.82289
DELJ115445-435051,0.6666666666666666,B,source,,,11036500023524.0,nan,178.6911266,178.6911266,,,,
DELJ115445-435051,0.6666666666666666,B,source,,,11036500023524.0,11036500072230.0,178.69216910326492,-43.846737540589196,21.908451,21.392776,21.174913,20.732039999999998
DELJ115530-075312,0.5,B,lens,2.7352833211496397,0.37973320696193275,10691100128665.0,10691100128665.0,178.87835197335158,-7.886806488365392,19.24626,18.970724,18.789171,18.789303
DELJ115530-075312,0.5,B,source,,,10691100128665.0,nan,178.8789836,-7.8872376,,,,
DELJ115710-380741,0.8333333333333334,B,lens,3.0233454914288633,0.4669124291933257,10998300150702.0,10998300150702.0,179.29305539649258,-38.12826516105864,17.993862,17.381802,17.24098,17.122505
DELJ115710-380741,0.8333333333333334,B,source,,,10998300150702.0,10998300073791.0,179.29245274028042,-38.127437879514076,19.430958,19.996922,,
DELJ115710-380741,0.8333333333333334,B,source,,,10998300150702.0,10998300020342.0,179.29305679294262,-38.12896147321041,19.901978,,,
DELJ115710-380741,0.8333333333333334,B,source,,,10998300150702.0,10998300020343.0,179.29337485034713,-38.12743260445768,20.3745,,,
DELJ115955-363457,0.5833333333333334,B,lens,2.5350913311120715,0.36557686000456285,10985600024867.0,10985600024867.0,179.97956075222817,-36.5826358551966,20.634228,19.587432999999997,19.139778,18.905472
DELJ115955-363457,0.5833333333333334,B,source,,,10985600024867.0,10985600149506.0,179.97868851488477,-36.58256292469947,20.695326,20.099686,19.880772,19.799606
DELJ120108-011226,0.5833333333333334,B,lens,1.7185215827512712,0.31450393368576385,10627200006227.0,10627200006227.0,180.28345816922246,-1.2074212617209952,20.67083,19.547152,19.136913,18.839094
DELJ120108-011226,0.5833333333333334,B,source,,,10627200006227.0,10627200014158.0,180.2833937631844,-1.2078942660117349,21.544048,,,
DELJ120618-180750,0.75,B,lens,3.284084817265084,0.4209889438808464,10806500116011.0,10806500116011.0,181.57787270140165,-18.130818952539197,18.949305,18.36949,18.180294,18.131296
DELJ120618-180750,0.75,B,source,,,10806500116011.0,10806500087391.0,181.5786935369809,-18.13129188957852,19.45844,19.181887,18.689339999999998,18.521748000000002
DELJ120846-343830,0.6666666666666666,B,lens,3.1231665329442135,0.4085599734739416,10960100282049.0,10960100282049.0,182.19566490850696,-34.641705659442394,21.803871,20.915245000000002,20.204216,19.96415
DELJ120846-343830,0.6666666666666666,B,source,,,10960100282049.0,10960100282050.0,182.19628142652888,-34.64100184220284,21.479746,20.986841000000002,20.565613,20.668026
DELJ120914-351903,0.6666666666666666,B,lens,2.79052195275959,0.3837312701466118,10972800153166.0,10972800153166.0,182.3100377712375,-35.3176336880854,21.700062,20.043194,19.344791,19.096685
DELJ120914-351903,0.6666666666666666,B,source,,,10972800153166.0,10972800026714.0,182.3090878287133,-35.31762685356637,22.443846,21.962166,,
DELJ121107-283244,0.6666666666666666,B,lens,2.873699874091816,0.35907978016299114,10908900026456.0,10908900026456.0,182.78246688405412,-28.54575848276637,18.996742,17.647896,17.054306,16.934525
DELJ121107-283244,0.6666666666666666,B,source,,,10908900026456.0,10908900026477.0,182.78150768100738,-28.54555834958184,19.22707,,,
DELJ121107-283244,0.6666666666666666,B,source,,,10908900026456.0,10908900141545.0,182.78329809257542,-28.545779276960346,,,,18.05273
DELJ121221-083644,0.6666666666666666,B,lens,2.0656428200817145,0.3347362582714209,10704100052564.0,10704100052564.0,183.08815327895215,-8.612313077642668,21.376435999999998,20.015156,19.231176,18.925772
DELJ121221-083644,0.6666666666666666,B,source,,,10704100052564.0,10704100043163.0,183.08759114683068,-8.612455654389905,20.869564,20.47805,20.40942,
DELJ121227-181947,0.5,B,lens,3.016211425925108,0.4004433463785005,10806500143012.0,10806500143012.0,183.11347732466442,-18.32988365889868,21.086029999999997,19.58406,19.009737,18.699566
DELJ121227-181947,0.5,B,source,,,10806500143012.0,10806500143015.0,183.11428996259744,-18.329556700614035,21.193003,20.967531,20.416365,20.403019
DELJ121659-050843,0.5833333333333334,B,lens,1.7992795018658831,0.3189884437692805,10665700049491.0,10665700049491.0,184.24776958648982,-5.145507577114572,18.293782999999998,17.486588,16.713924,16.379555
DELJ121659-050843,0.5833333333333334,B,source,,,10665700049491.0,nan,184.2474512,-5.1458939,,,,
DELJ121724-021254,0.5833333333333334,B,lens,1.9599350238061342,0.3283184627391818,10640100073069.0,10640100073069.0,184.35047316976286,-2.2151969054013705,21.852295,20.301512,19.956436,19.64902
DELJ121724-021254,0.5833333333333334,B,source,,,10640100073069.0,10640100006302.0,184.34998932614425,-2.2154471957421435,22.20598,,,
DELJ121820-061703,0.75,B,lens,3.2291705260181702,0.4167193094410729,10678600072995.0,10678600072995.0,184.5860087228532,-6.284268945064454,19.459625,18.476707,18.16156,17.896484
DELJ121820-061703,0.75,B,source,,,10678600072995.0,10678600012731.0,184.58631250022069,-6.285113586680723,20.73891,20.525164,,
DELJ122003-210335,0.6666666666666666,B,lens,3.7452894574686653,0.4578771573274423,10832200059518.0,10832200059518.0,185.0130917559151,-21.05986475850781,18.615732,17.74154,17.380156,17.08008
DELJ122003-210335,0.6666666666666666,B,source,,,10832200059518.0,nan,185.013681,-21.0589816,,,,
DELJ122024-024201,0.75,B,lens,2.3937130097283807,0.46419363635154,10640100100330.0,10640100100330.0,185.10260056293842,-2.7002918523294994,20.426693,19.303013,18.965927,18.543648
DELJ122024-024201,0.75,B,source,,,10640100100330.0,10640100063044.0,185.1018091206199,-2.7003762018182016,21.4999,21.231262,21.064102,20.692184
DELJ122024-024201,0.75,B,source,,,10640100100330.0,10640100032435.0,185.10199406132165,-2.6998059983449,22.051613,,,
DELJ122024-024201,0.75,B,source,,,10640100100330.0,10640100032436.0,185.1028039982497,-2.699794556024827,21.277199,,,
DELJ122024-024201,0.75,B,source,,,10640100100330.0,10640100003486.0,185.1028525132643,-2.70079474825198,20.990204000000002,,,
DELJ122024-024201,0.75,B,source,,,10640100100330.0,10640100032434.0,185.10319175324142,-2.7005714975082498,21.941303,,,
DELJ122145-315229,0.75,B,lens,2.2938340656394747,0.3190292851376963,10934600282987.0,10934600282987.0,185.4390108152985,-31.875307439203734,21.203045,19.947231,19.660435,19.260235
DELJ122145-315229,0.75,B,source,,,10934600282987.0,10934600032866.0,185.4382741587497,-31.87559182753654,22.284277,,,
DELJ122145-315229,0.75,B,source,,,10934600282987.0,nan,185.4395745,-31.8756475,,,,
DELJ122518-141314,0.5833333333333334,B,lens,2.8364111800090313,0.39907043090095917,10768200012284.0,10768200012284.0,186.32500897188999,-14.220749113720615,21.815224,20.756832,20.24329,19.991870000000002
DELJ122518-141314,0.5833333333333334,B,source,,,10768200012284.0,10768200012283.0,186.3244549273193,-14.220292997993695,22.646267,21.265293,,
DELJ122518-141314,0.5833333333333334,B,source,,,10768200012284.0,10768200077517.0,186.3245343753342,-14.220009326472564,21.6195,20.992179999999998,20.691029,
DELJ122755-101604,0.5,B,lens,2.733397385331295,0.3795973823162636,10717000151968.0,10717000151968.0,186.98077910478864,-10.267975216456106,21.02639,19.60867,19.057405,18.78904
DELJ122755-101604,0.5,B,source,,,10717000151968.0,10717000061359.0,186.98154719576291,-10.267902530870105,21.40002,20.393774,20.010391000000002,19.87511
DELJ122900-255324,0.5833333333333334,B,lens,4.426655057903908,0.5151041739460693,10883500129356.0,10883500129356.0,187.2502081083321,-25.89009881012372,19.664434,18.824661,18.358960999999997,18.202728
DELJ122900-255324,0.5833333333333334,B,source,,,10883500129356.0,10883500129363.0,187.25151384691574,-25.89046226371477,20.043211,19.603806,19.273277,19.11694
DELJ123333-010941,0.75,B,lens,3.478376767287079,0.26735392290484294,10627500013617.0,10627500013617.0,188.388043825789,-1.1614073497542137,21.211529000000002,19.868679999999998,19.323528,19.139975
DELJ123333-010941,0.75,B,source,,,10627500013617.0,10627500013616.0,188.38710490294426,-1.1615744746967491,23.597422,,,
DELJ123333-010941,0.75,B,source,,,10627500013617.0,10627500013619.0,188.38894541350413,-1.1610255140780057,21.378113,20.85722,20.478401,20.707178
DELJ123912-102910,0.6666666666666666,B,lens,2.953734230205809,0.49400779631086866,10717100134990.0,10717100134990.0,189.8028816774981,-10.486373239755196,19.949932,18.445042,18.1756,17.894419
DELJ123912-102910,0.6666666666666666,B,source,,,10717100134990.0,10717100134981.0,189.80195759793727,-10.486600247089413,,,,20.386024
DELJ123912-102910,0.6666666666666666,B,source,,,10717100134990.0,nan,189.8035908,189.8035908,,,,
DELJ124013-100342,0.8333333333333334,B,lens,1.7505403029538729,0.31626487873720405,10717100022485.0,10717100022485.0,190.056877173517,-10.061704990153133,20.05809,19.597271,19.402397,19.377512
DELJ124013-100342,0.8333333333333334,B,source,,,10717100022485.0,nan,190.0564614,-10.0619674,,,,
DELJ124352-142559,0.5833333333333334,B,lens,2.6801062585320814,0.3757781999667202,10768300086459.0,10768300086459.0,190.96789106616401,-14.433311234142067,18.746032999999997,17.931534,17.715904000000002,17.524166
DELJ124352-142559,0.5833333333333334,B,source,,,10768300086459.0,10768300018682.0,190.9675571301603,-14.433981798477092,19.704823,19.460102,19.444979999999997,
DELJ124446-193048,0.8333333333333334,B,lens,2.5603721286395444,0.41844987263037936,10819500020822.0,10819500020822.0,191.1950488003945,-19.51344785622487,21.489056,20.191639000000002,19.013935,18.755184
DELJ124446-193048,0.8333333333333334,B,source,,,10819500020822.0,10819500020829.0,191.19444444864845,-19.513677936929238,21.297977,,,20.215792
DELJ124446-193048,0.8333333333333334,B,source,,,10819500020822.0,10819500051289.0,191.19466822909013,-19.512753173464233,21.719233,20.706367,,
DELJ124446-193048,0.8333333333333334,B,source,,,10819500020822.0,10819500020821.0,191.19474250388802,-19.51421426824297,22.549667000000003,,,
DELJ124446-193048,0.8333333333333334,B,source,,,10819500020822.0,10819500020820.0,191.1953225922254,-19.514022237566095,22.186329,,,
DELJ124541-032836,0.5833333333333334,B,lens,2.548838458502031,0.360864729498289,10653200043197.0,10653200043197.0,191.4223586537851,-3.4766793375018215,18.97174,18.578846,18.320091,18.25614
DELJ124541-032836,0.5833333333333334,B,source,,,10653200043197.0,10653200080775.0,191.4225957927639,-3.477273410427045,20.22591,20.199289999999998,19.88374,
DELJ124541-032836,0.5833333333333334,B,source,,,10653200043197.0,10653200075398.0,191.422952543408,-3.4761777509919654,20.836208,,20.439954999999998,
DELJ124556-124526,0.5,B,lens,1.8450662215877784,0.2688194582054996,10755600006882.0,10755600006882.0,191.4844217096391,-12.757316468898525,21.465324,20.36198,19.44934,19.220323999999998
DELJ124556-124526,0.5,B,source,,,10755600006882.0,10755600025380.0,191.48413497476818,-12.757763662213378,22.256007999999998,21.413439999999998,20.741095,
DELJ124556-124526,0.5,B,source,,,10755600006882.0,10755600003070.0,191.48467644769025,-12.756885332626753,22.260970999999998,21.440725,,
DELJ124648-290315,0.5833333333333334,B,lens,1.924398570529642,0.32620953171629624,10909200260372.0,10909200260372.0,191.70151317768253,-29.054381090789555,21.134583,20.079016,19.436382000000002,19.210342
DELJ124648-290315,0.5833333333333334,B,source,,,10909200260372.0,10909200043019.0,191.70211610057808,-29.05447034967412,22.124674,21.2301,,20.96036
DELJ124703-124144,0.5,B,lens,3.268382941500761,0.3597759787406768,10755600152265.0,10755600152265.0,191.7632883495397,-12.69579586176583,20.520832000000002,20.129103,19.948366,19.925276
DELJ124703-124144,0.5,B,source,,,10755600152265.0,10755600003733.0,191.7639370665325,-12.696538822206705,22.249596,22.171882999999998,22.033562,
DELJ124703-124144,0.5,B,source,,,10755600152265.0,10755600098199.0,191.76394215392017,-12.695249542100782,,22.83954,22.597107,
DELJ124734-191102,0.5833333333333334,B,lens,2.5154618428465634,0.28154153508083385,10819600218243.0,10819600218243.0,191.89317109324173,-19.183910200679282,21.326977,20.217657,19.523418,19.381510000000002
DELJ124734-191102,0.5833333333333334,B,source,,,10819600218243.0,10819600083248.0,191.8924576535032,-19.18375578179952,,21.946617,,
DELJ124734-191102,0.5833333333333334,B,source,,,10819600218243.0,10819600044845.0,191.89320385508805,-19.183241657299234,21.721846,21.873657,,
DELJ124734-191102,0.5833333333333334,B,source,,,10819600218243.0,10819600083254.0,191.89368607034007,-19.183358255091232,22.225448999999998,21.430273,,
DELJ125154-222735,0.5833333333333334,B,lens,2.7707794453531247,0.46709019572748695,10845200171049.0,10845200171049.0,192.97847792806363,-22.459836405202523,20.059479999999997,19.401587,19.006577,18.874495
DELJ125154-222735,0.5833333333333334,B,source,,,10845200171049.0,10845200119770.0,192.977696240672,-22.45933947389119,,20.892452,20.820667,
DELJ125154-222735,0.5833333333333334,B,source,,,10845200171049.0,10845200171052.0,192.97919413742508,-22.459865255945765,20.939655,20.895,20.852169,20.26078
DELJ125158-125022,1.1666666666666667,B,lens,2.192298260987733,0.34269706250754234,10742800156785.0,10742800156785.0,192.99169871114285,-12.83970872527864,19.402637,17.821987,17.343512,17.014874
DELJ125158-125022,1.1666666666666667,B,source,,,10742800156785.0,10742800049666.0,192.99223812415983,-12.840015726076743,21.41219,,,
DELJ125708-080602,0.75,B,lens,3.7316569375873936,0.7586214729800597,10704500040572.0,10704500040572.0,194.28398221896128,-8.100700303131276,21.159916,19.949714999999998,19.429241,19.083435
DELJ125708-080602,0.75,B,source,,,10704500040572.0,10704500022329.0,194.2839639446616,-8.099466246033671,22.770554,22.127983,22.38213,21.609072
DELJ125708-080602,0.75,B,source,,,10704500040572.0,10704500040574.0,194.2848058472472,-8.100502949934977,21.204386,20.680275,20.47691,20.411295000000003
DELJ130040-343020,1.0833333333333333,B,lens,2.1794706161912165,0.35968713749115433,10960500092922.0,10960500092922.0,195.16765955836308,-34.505740754818646,20.874771,19.564304,19.27638,18.967793
DELJ130040-343020,1.0833333333333333,B,source,,,10960500092922.0,10960500196743.0,195.16685142001225,-34.50584088542925,,,21.184303,20.517879999999998
DELJ130040-343020,1.0833333333333333,B,source,,,10960500092922.0,10960500012003.0,195.16813063573485,-34.506112329004225,21.902160000000002,,,
DELJ130121-325043,0.5833333333333334,B,lens,3.410760515718739,0.430943654038274,10947700064242.0,10947700064242.0,195.34022108409889,-32.845517740542284,18.349923999999998,17.474529999999998,17.098808,16.913681
DELJ130121-325043,0.5833333333333334,B,source,,,10947700064242.0,nan,195.3393928,-32.8461607,,,,
DELJ130230-010148,0.5833333333333334,B,lens,2.318222420942158,0.35088618087577805,10614900006873.0,10614900006873.0,195.6270122572414,-1.0302206835184364,20.508991,19.123306,18.993682999999997,18.372196
DELJ130230-010148,0.5833333333333334,B,source,,,10614900006873.0,10614900007808.0,195.62701715674305,-1.0295767514791407,22.125510000000002,,,
DELJ130440-341428,0.6666666666666666,B,lens,1.8813261874765228,0.3063163186290235,10960600223591.0,10960600223591.0,196.16870805627929,-34.24126285788283,21.11136,19.468004,18.850315,18.537658999999998
DELJ130440-341428,0.6666666666666666,B,source,,,10960600223591.0,10960600020298.0,196.16801828277204,-34.241150609868996,22.288317000000003,,,
DELJ130440-341428,0.6666666666666666,B,source,,,10960600223591.0,10960600020300.0,196.16862954675148,-34.24079001438254,22.186422,,,
DELJ130440-341428,0.6666666666666666,B,source,,,10960600223591.0,10960600020299.0,196.1688308143076,-34.24176197844193,21.777098000000002,,,
DELJ130759-351810,0.5833333333333334,B,lens,1.9312332412922149,0.3266131937364447,10960600123615.0,10960600123615.0,196.99778821572886,-35.30285337457978,20.347157,19.259598,19.015783,18.800295000000002
DELJ130759-351810,0.5833333333333334,B,source,,,10960600123615.0,10960600172841.0,196.99793464031936,-35.30337634950638,21.626404,,20.843231,
DELJ130818-151524,0.75,B,lens,1.5966343619592127,0.3724568843183188,10781400093422.0,10781400093422.0,197.0785705159544,-15.256728844048496,21.575658999999998,19.878288,19.534682999999998,19.249092
DELJ130818-151524,0.75,B,source,,,10781400093422.0,10781400028462.0,197.07852637267368,-15.25709674868533,21.634289000000003,,,
DELJ130818-151524,0.75,B,source,,,10781400093422.0,10781400072468.0,197.07868629305926,-15.256224404699724,21.853619000000002,21.38616,,
DELJ132854-070419,0.5833333333333334,B,lens,3.4928199261609048,0.43746710775310493,10691900152191.0,10691900152191.0,202.22527710447238,-7.0719747265421935,20.256773000000003,19.469294,19.007246,18.632445999999998
DELJ132854-070419,0.5833333333333334,B,source,,,10691900152191.0,10691900015126.0,202.22470556619163,-7.071187556511475,21.02431,20.624229999999997,20.428417,
DELJ133210-024837,0.5833333333333334,B,lens,4.010806833024541,0.5710011791778319,10640800069017.0,10640800069017.0,203.04458285799686,-2.8103492205875256,19.501278,18.137142,17.698176999999998,17.492957999999998
DELJ133210-024837,0.5833333333333334,B,source,,,10640800069017.0,10640800033487.0,203.0437107278817,-2.8097619306306854,20.47213,,,
DELJ133210-024837,0.5833333333333334,B,source,,,10640800069017.0,10640800004594.0,203.04409843175947,-2.8092906315107484,20.86882,,,
DELJ133210-024837,0.5833333333333334,B,source,,,10640800069017.0,10640800032299.0,203.04457699020008,-2.8091233917104006,20.24836,20.332435999999998,19.699497,
DELJ133210-024837,0.5833333333333334,B,source,,,10640800069017.0,10640800011557.0,203.04479877728176,-2.8091087827807404,20.579323000000002,19.853333,20.060978,
DELJ133210-024837,0.5833333333333334,B,source,,,10640800069017.0,10640800013858.0,203.04530046694836,-2.8108444395360555,20.730331,,,
DELJ133601-044236,0.6666666666666666,B,lens,2.810619311871074,0.9509985114848071,10666400013747.0,10666400013747.0,204.00706957267934,-4.710154313712464,21.114098000000002,19.657778,18.627285,18.087208
DELJ133601-044236,0.6666666666666666,B,source,,,10666400013747.0,10666400072951.0,204.00635374053718,-4.7111707635023095,21.952087,20.715157,20.377270000000003,
DELJ133601-044236,0.6666666666666666,B,source,,,10666400013747.0,10666400026229.0,204.00636333874226,-4.710239200141913,22.197987,,,
DELJ133601-044236,0.6666666666666666,B,source,,,10666400013747.0,10666400030617.0,204.00672321342697,-4.710633773119668,20.92657,20.12639,,
DELJ133601-044236,0.6666666666666666,B,source,,,10666400013747.0,10666400181686.0,204.00685323433498,-4.710633449727354,,20.091465,,
DELJ133601-044236,0.6666666666666666,B,source,,,10666400013747.0,10666400013751.0,204.00762260182825,-4.710783771809091,21.870258,20.787518,,
DELJ133634-412553,0.5,B,lens,3.1461836876571048,0.2732470683711025,11024800145812.0,11024800145812.0,204.14169594596646,-41.431585550209945,19.976545,18.685026,18.186157,17.915459
DELJ133634-412553,0.5,B,source,,,11024800145812.0,11024800046113.0,204.14058271234157,-41.43128100245736,21.504348999999998,,,
DELJ133634-412553,0.5,B,source,,,11024800145812.0,11024800046114.0,204.1422597254909,-41.43080464730917,21.782196,,,
DELJ133634-412553,0.5,B,source,,,11024800145812.0,11024800009849.0,204.14267192825454,-41.43200891328649,21.249813,20.435833,19.961544,
DELJ134937-482235,0.6666666666666666,B,lens,2.924840751409088,0.32239166122168467,11072800396197.0,11072800396197.0,207.404488453934,-48.37655111292034,21.724316,20.227478,19.688606,19.348494
DELJ134937-482235,0.6666666666666666,B,source,,,11072800396197.0,11072800396192.0,207.40366387712464,-48.37713030740622,20.388153,19.791529,19.54485,19.422987
DELJ134937-482235,0.6666666666666666,B,source,,,11072800396197.0,11072800396194.0,207.403972337561,-48.37573852378685,20.504324,19.67301,19.370987,19.276289000000002
DELJ134937-482235,0.6666666666666666,B,source,,,11072800396197.0,11072800396199.0,207.40543712788215,-48.376972895593006,20.188914999999998,19.22423,18.859903,18.699896
DELJ135115-071956,0.5833333333333334,B,lens,2.6844847992946397,0.3760906092638313,10692100026577.0,10692100026577.0,207.8159816424839,-7.332444669522728,21.675518,20.079054,19.095676,18.828207
DELJ135115-071956,0.5833333333333334,B,source,,,10692100026577.0,10692100026576.0,207.8156361215672,-7.333106948898377,20.750156,20.299,19.975376,19.984211
DELJ135418-260433,0.6666666666666666,B,lens,3.3720835694487867,0.42788904635835767,10884200160980.0,10884200160980.0,208.57568692588143,-26.07591167299458,19.101784,18.152496,17.853697,17.60987
DELJ135418-260433,0.6666666666666666,B,source,,,10884200160980.0,10884200021617.0,208.5767178656704,-26.075770586434807,20.8927,,,
DELJ140116-102207,0.5,B,lens,3.3606834647452186,0.5983512518816009,10730700009012.0,10730700009012.0,210.3201117573797,-10.368731093812528,18.137710000000002,17.949453,17.948685,17.924633
DELJ140116-102207,0.5,B,source,,,10730700009012.0,10730700004639.0,210.31973562155125,-10.369649485698062,20.109991,,,
DELJ140116-102207,0.5,B,source,,,10730700009012.0,10730700000023.0,210.3204965394752,-10.369354299534564,20.038109,,,
DELJ140116-102207,0.5,B,source,,,10730700009012.0,10730700009013.0,210.320782346206,-10.369587894104043,20.462823999999998,,,
DELJ140456-143814,0.75,B,lens,4.024091780787575,0.7781499941031917,10769100036421.0,10769100036421.0,211.23658336363326,-14.637278303328445,20.779701,19.038432999999998,18.249653,17.927044
DELJ140456-143814,0.75,B,source,,,10769100036421.0,10769100005715.0,211.23596797227836,-14.635966825196604,23.355556,,,
DELJ140456-143814,0.75,B,source,,,10769100036421.0,10769100031638.0,211.2374594712549,-14.63757228389893,21.869331,,,
